# TYPE,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC
1,14515,301,79,2989,4371,420,284,15,7,92,1261,4,9109,190,64,1907,2792,245,61,7,21,72,859,1,8197,173,58,1780,2575,176,47,4,7,54,680,0
1,14540,303,79,2994,4376,409,271,15,7,62,1454,0,9133,191,64,1908,2794,246,64,7,8,55,856,0,8197,171,58,1780,2575,154,44,4,7,45,752,0
1,14712,315,79,3038,4419,406,245,8,7,54,1412,20,9281,190,64,1907,2804,258,60,7,7,28,854,6,8197,171,58,1780,2576,161,44,4,7,35,730,0
1,14479,305,79,2986,4368,429,286,52,6,49,1460,1,9158,191,64,1907,2796,319,97,10,5,46,869,0,8197,169,58,1780,2576,210,68,8,4,44,738,0
1,14530,291,79,2994,4374,439,214,15,7,35,1549,5,9119,187,64,1906,2793,261,70,7,21,56,841,0,8197,174,58,1780,2575,196,42,35,7,51,734,0
1,14443,304,79,2975,4387,408,276,15,7,58,1438,1,9152,190,64,1906,2795,238,61,7,21,46,856,0,8197,168,58,1780,2575,164,43,4,7,37,714,0
1,14500,292,79,2983,4375,333,172,15,7,60,1456,0,9127,191,64,1907,2793,225,43,7,21,59,1033,1,8197,169,58,1780,2575,176,34,4,7,66,893,0
1,14711,316,79,3024,4406,392,237,8,7,65,1453,22,9247,193,65,1907,2801,261,57,7,21,41,871,7,8197,171,58,1780,2576,178,42,4,7,39,736,0
1,14654,317,79,3016,4398,401,242,8,7,36,1495,13,9271,190,64,1906,2803,268,59,7,21,31,865,2,8189,172,58,1779,2576,169,46,4,7,31,856,0
1,14721,320,79,3031,4402,407,249,5,7,61,1474,22,9229,190,64,1907,2800,258,55,3,21,46,877,5,8197,170,58,1780,2576,177,39,1,7,39,753,0
1,14711,309,80,3024,4406,510,304,8,7,61,1506,26,9247,201,65,1907,2801,307,112,7,21,54,951,5,8197,175,58,1780,2576,182,55,5,7,50,884,0
1,14676,317,79,3014,4426,416,261,5,7,58,1480,24,9247,191,65,1907,2801,260,58,3,21,43,856,4,8197,175,58,1780,2576,169,47,1,7,39,738,0
1,14723,316,79,3025,4427,428,288,5,7,68,1494,32,9247,194,65,1907,2801,259,64,3,7,47,939,8,8197,174,58,1780,2576,223,92,1,7,39,834,0
1,14530,286,79,2992,4374,493,256,48,7,68,1487,0,9121,186,64,1909,2794,328,74,7,16,58,1120,0,8197,168,58,1780,2575,243,48,4,7,49,816,0
1,14547,291,79,3000,4372,321,148,20,18,53,1420,1,9107,187,64,1907,2793,232,41,10,6,46,843,1,8197,168,58,1780,2575,174,25,8,8,39,737,2
1,14478,292,79,2985,4387,393,201,15,7,51,1474,2,9152,184,64,1906,2795,284,67,7,21,47,857,0,8197,168,58,1780,2575,236,45,4,7,38,724,0
1,14711,315,79,3024,4426,422,270,6,7,65,1426,23,9247,191,64,1907,2801,255,61,4,21,39,861,9,8197,173,58,1780,2576,171,45,2,7,43,730,0
1,14716,315,79,3025,4407,406,242,5,7,53,1480,9,9245,194,64,1907,2802,269,63,3,7,58,1003,3,8197,175,58,1780,2576,168,54,1,7,52,923,0
1,14676,314,79,3014,4406,413,260,7,7,74,1437,24,9247,193,64,1907,2801,262,61,34,7,75,904,5,8197,173,58,1780,2576,168,50,2,7,68,841,0
1,14535,292,79,2993,4395,336,149,44,6,51,1415,2,9119,192,64,1906,2793,232,43,56,21,42,820,0,8197,171,58,1780,2576,166,27,15,7,39,729,0
1,14703,313,79,3024,4407,417,265,13,6,37,1514,17,9239,192,64,1906,2801,264,64,10,33,37,893,8,8197,174,58,1780,2576,173,48,42,7,37,758,1
1,14535,291,79,2993,4395,352,178,15,7,93,1456,1,9127,186,64,1907,2793,226,39,35,23,75,852,0,8197,173,58,1780,2575,170,32,7,7,63,703,0
1,14478,296,79,2985,4387,345,175,15,7,47,1416,0,9182,188,64,1908,2798,230,36,7,16,40,856,0,8197,174,58,1780,2575,168,36,4,7,30,763,0
1,14562,294,79,3003,4375,342,154,15,7,60,1483,2,9119,199,65,1906,2793,317,108,7,21,25,975,0,8197,174,58,1780,2575,206,39,4,7,60,804,0
1,14570,302,79,3005,4396,413,221,22,7,47,1424,2,9125,188,64,1907,2794,235,39,7,8,38,844,1,8197,166,58,1780,2575,163,21,4,7,43,751,0
