# TYPE,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC
1,14500,293,79,2983,4374,334,152,47,14,105,1395,3,9127,191,64,1907,2793,225,40,8,21,48,875,0,8197,171,58,1780,2575,152,24,17,12,26,803,0
1,14723,295,79,3025,4408,502,261,30,17,90,1461,34,9247,191,64,1907,2801,326,68,15,14,82,940,4,8197,170,58,1780,2576,228,51,8,6,53,984,0
1,14478,294,80,2985,4367,511,279,15,7,86,1450,1,9190,186,65,1909,2798,272,73,7,16,80,895,0,8197,183,58,1780,2575,223,86,4,7,26,820,0
1,14530,304,79,2992,4393,443,289,11,7,51,1433,2,9113,193,64,1908,2794,246,72,3,16,42,856,1,8197,171,58,1780,2575,171,42,1,7,39,734,0
1,14684,322,79,3027,4399,410,257,14,7,58,1434,21,9295,193,64,1909,2805,250,75,3,15,37,847,8,8197,170,58,1780,2576,221,58,1,7,40,747,0
1,14688,314,79,3021,4403,412,264,5,7,66,1454,21,9235,193,65,1908,2801,252,57,3,8,43,870,6,8197,175,58,1780,2576,171,49,1,7,48,713,0
1,14733,314,79,3033,4405,409,253,8,7,54,1458,21,9233,191,64,1908,2802,261,62,6,16,27,845,5,8197,176,58,1780,2576,183,60,3,7,31,725,0
1,14530,288,79,2992,4393,337,155,19,6,63,1491,0,9113,189,64,1908,2794,228,45,8,10,62,980,0,8197,172,58,1780,2575,176,30,5,8,27,792,0
1,14654,317,79,3016,4398,418,253,10,7,61,1446,28,9311,197,64,1910,2806,259,58,9,16,40,1077,4,8197,172,58,1780,2576,172,44,6,7,46,764,0
1,14500,303,79,2983,4375,404,276,15,7,35,1520,4,9127,190,64,1907,2793,263,88,24,22,42,859,0,8197,166,58,1780,2575,263,57,19,7,44,755,0
1,14718,320,79,3030,4402,395,239,8,7,59,1468,14,9221,194,65,1906,2800,257,57,36,21,49,855,4,8197,171,58,1780,2577,171,43,8,7,42,741,0
1,14495,296,79,2982,4374,373,215,15,7,61,1488,2,9113,188,64,1908,2794,224,44,7,16,53,861,0,8197,171,58,1780,2575,169,30,35,7,37,768,0
